========== FINAL RESULTS ==========
Model Version: V6

Final Train Accuracy: 0.6572
Final Validation Accuracy: 0.4950

Test Loss: 1.2465
Test Accuracy: 0.5118

Classification Report:
              precision    recall  f1-score   support

           0     0.4518    0.3692    0.4063       279
           1     0.5341    0.6193    0.5735       633
           2     0.3750    0.2853    0.3241       389
           3     0.4983    0.5922    0.5412       510
           4     0.6445    0.5589    0.5987       399

    accuracy                         0.5118      2210
   macro avg     0.5007    0.4850    0.4888      2210
weighted avg     0.5074    0.5118    0.5056      2210

====================================

[Train] 512/8544 | Loss=1.5970 | Acc=0.2441
[Train] 6512/8544 | Loss=1.1355 | Acc=0.5029
[Train] 7008/8544 | Loss=1.1366 | Acc=0.5020
[Train] 7504/8544 | Loss=1.1346 | Acc=0.5040
[Train] 8000/8544 | Loss=1.1346 | Acc=0.5042
[Train] 8512/8544 | Loss=1.1352 | Acc=0.5016
[Val] 512/1101 | Loss=1.1238 | Acc=0.4863
[Val] 1008/1101 | Loss=1.1292 | Acc=0.5040
[Train] 512/8544 | Loss=1.1146 | Acc=0.5098
[Train] 1008/8544 | Loss=1.1199 | Acc=0.5159
[Train] 1504/8544 | Loss=1.1130 | Acc=0.5273
[Train] 2000/8544 | Loss=1.1092 | Acc=0.5270
[Train] 2512/8544 | Loss=1.1077 | Acc=0.5247
[Train] 3008/8544 | Loss=1.1111 | Acc=0.5199
[Train] 3504/8544 | Loss=1.1088 | Acc=0.5188
[Train] 4000/8544 | Loss=1.1111 | Acc=0.5188
[Train] 4512/8544 | Loss=1.1159 | Acc=0.5146
[Train] 5008/8544 | Loss=1.1181 | Acc=0.5112
[Train] 5504/8544 | Loss=1.1204 | Acc=0.5093
[Train] 6000/8544 | Loss=1.1195 | Acc=0.5093
[Train] 6512/8544 | Loss=1.1151 | Acc=0.5094
[Train] 7008/8544 | Loss=1.1153 | Acc=0.5077
[Train] 7504/8544 | Loss=1.1157 | Acc=0.5085
[Train] 8000/8544 | Loss=1.1139 | Acc=0.5096
[Train] 8512/8544 | Loss=1.1083 | Acc=0.5135
[Val] 512/1101 | Loss=1.1179 | Acc=0.4980
[Val] 1008/1101 | Loss=1.1306 | Acc=0.5159
[Train] 512/8544 | Loss=1.1097 | Acc=0.4980
[Train] 1008/8544 | Loss=1.1028 | Acc=0.5258
[Train] 1504/8544 | Loss=1.0880 | Acc=0.5352
[Train] 2000/8544 | Loss=1.1056 | Acc=0.5305
[Train] 2512/8544 | Loss=1.1098 | Acc=0.5187
[Train] 3008/8544 | Loss=1.1098 | Acc=0.5156
[Train] 3504/8544 | Loss=1.1136 | Acc=0.5166
[Train] 4000/8544 | Loss=1.1080 | Acc=0.5152
[Train] 4512/8544 | Loss=1.0972 | Acc=0.5204
[Train] 5008/8544 | Loss=1.0931 | Acc=0.5230
[Train] 5504/8544 | Loss=1.0910 | Acc=0.5273
[Train] 6000/8544 | Loss=1.0946 | Acc=0.5247
[Train] 6512/8544 | Loss=1.0950 | Acc=0.5244
[Train] 7008/8544 | Loss=1.0947 | Acc=0.5273
[Train] 7504/8544 | Loss=1.0909 | Acc=0.5297
[Train] 8000/8544 | Loss=1.0881 | Acc=0.5311
[Train] 8512/8544 | Loss=1.0871 | Acc=0.5314
[Val] 512/1101 | Loss=1.1245 | Acc=0.4941
[Val] 1008/1101 | Loss=1.1359 | Acc=0.5129
[Train] 512/8544 | Loss=1.1375 | Acc=0.4961
[Train] 1008/8544 | Loss=1.0945 | Acc=0.5258
[Train] 1504/8544 | Loss=1.0924 | Acc=0.5259
[Train] 2000/8544 | Loss=1.0847 | Acc=0.5285
[Train] 2512/8544 | Loss=1.0636 | Acc=0.5378
[Train] 3008/8544 | Loss=1.0634 | Acc=0.5419
[Train] 3504/8544 | Loss=1.0669 | Acc=0.5420
[Train] 4000/8544 | Loss=1.0706 | Acc=0.5385
[Train] 4512/8544 | Loss=1.0723 | Acc=0.5377
[Train] 5008/8544 | Loss=1.0752 | Acc=0.5357
[Train] 5504/8544 | Loss=1.0712 | Acc=0.5380
[Train] 6000/8544 | Loss=1.0664 | Acc=0.5408
[Train] 6512/8544 | Loss=1.0641 | Acc=0.5427
[Train] 7008/8544 | Loss=1.0659 | Acc=0.5412
[Train] 7504/8544 | Loss=1.0664 | Acc=0.5392
[Train] 8000/8544 | Loss=1.0668 | Acc=0.5396
[Train] 8512/8544 | Loss=1.0641 | Acc=0.5397
[Val] 512/1101 | Loss=1.1194 | Acc=0.5000
[Val] 1008/1101 | Loss=1.1249 | Acc=0.5139
[Train] 512/8544 | Loss=1.0113 | Acc=0.5645
[Train] 1008/8544 | Loss=1.0132 | Acc=0.5556
[Train] 1504/8544 | Loss=1.0162 | Acc=0.5559
[Train] 2000/8544 | Loss=1.0347 | Acc=0.5535
[Train] 2512/8544 | Loss=1.0358 | Acc=0.5537
[Train] 3008/8544 | Loss=1.0366 | Acc=0.5525
[Train] 3504/8544 | Loss=1.0377 | Acc=0.5537
[Train] 4000/8544 | Loss=1.0382 | Acc=0.5540
[Train] 4512/8544 | Loss=1.0320 | Acc=0.5567
[Train] 5008/8544 | Loss=1.0353 | Acc=0.5581
[Train] 5504/8544 | Loss=1.0324 | Acc=0.5590
[Train] 6000/8544 | Loss=1.0360 | Acc=0.5540
[Train] 6512/8544 | Loss=1.0388 | Acc=0.5522
[Train] 7008/8544 | Loss=1.0431 | Acc=0.5495
[Train] 7504/8544 | Loss=1.0438 | Acc=0.5458
[Train] 8000/8544 | Loss=1.0439 | Acc=0.5459
[Train] 8512/8544 | Loss=1.0435 | Acc=0.5458
[Val] 512/1101 | Loss=1.1024 | Acc=0.5273
[Val] 1008/1101 | Loss=1.1127 | Acc=0.5298
[Train] 512/8544 | Loss=1.0014 | Acc=0.5664
[Train] 1008/8544 | Loss=1.0182 | Acc=0.5546
[Train] 1504/8544 | Loss=0.9960 | Acc=0.5632
[Train] 2000/8544 | Loss=0.9968 | Acc=0.5605
[Train] 2512/8544 | Loss=0.9953 | Acc=0.5609
[Train] 3008/8544 | Loss=1.0101 | Acc=0.5535
[Train] 3504/8544 | Loss=1.0127 | Acc=0.5528
[Train] 4000/8544 | Loss=1.0151 | Acc=0.5513
[Train] 4512/8544 | Loss=1.0146 | Acc=0.5521
[Train] 5008/8544 | Loss=1.0095 | Acc=0.5561
[Train] 5504/8544 | Loss=1.0089 | Acc=0.5569
[Train] 6000/8544 | Loss=1.0126 | Acc=0.5557
[Train] 6512/8544 | Loss=1.0151 | Acc=0.5561
[Train] 7008/8544 | Loss=1.0148 | Acc=0.5575
[Train] 7504/8544 | Loss=1.0150 | Acc=0.5576
[Train] 8000/8544 | Loss=1.0143 | Acc=0.5600
[Train] 8512/8544 | Loss=1.0155 | Acc=0.5590
[Val] 512/1101 | Loss=1.1073 | Acc=0.5020
[Val] 1008/1101 | Loss=1.1316 | Acc=0.5119
[Train] 512/8544 | Loss=0.9582 | Acc=0.5859
[Train] 1008/8544 | Loss=0.9675 | Acc=0.5794
[Train] 1504/8544 | Loss=0.9846 | Acc=0.5798
[Train] 2000/8544 | Loss=0.9896 | Acc=0.5770
[Train] 2512/8544 | Loss=0.9875 | Acc=0.5760
[Train] 3008/8544 | Loss=0.9871 | Acc=0.5728
[Train] 3504/8544 | Loss=0.9857 | Acc=0.5728
[Train] 4000/8544 | Loss=0.9916 | Acc=0.5715
[Train] 4512/8544 | Loss=0.9915 | Acc=0.5714
[Train] 5008/8544 | Loss=0.9925 | Acc=0.5689
[Train] 5504/8544 | Loss=0.9905 | Acc=0.5721
[Train] 6000/8544 | Loss=0.9926 | Acc=0.5695
[Train] 6512/8544 | Loss=0.9907 | Acc=0.5725
[Train] 7008/8544 | Loss=0.9936 | Acc=0.5726
[Train] 7504/8544 | Loss=0.9952 | Acc=0.5733
[Train] 8000/8544 | Loss=0.9959 | Acc=0.5741
[Train] 8512/8544 | Loss=0.9934 | Acc=0.5744
[Val] 512/1101 | Loss=1.1213 | Acc=0.5117
[Val] 1008/1101 | Loss=1.1363 | Acc=0.5198
[Train] 512/8544 | Loss=0.9621 | Acc=0.5781
[Train] 1008/8544 | Loss=0.9944 | Acc=0.5675
[Train] 1504/8544 | Loss=0.9793 | Acc=0.5691
[Train] 2000/8544 | Loss=0.9612 | Acc=0.5820
[Train] 2512/8544 | Loss=0.9635 | Acc=0.5860
[Train] 3008/8544 | Loss=0.9637 | Acc=0.5864
[Train] 3504/8544 | Loss=0.9577 | Acc=0.5933
[Train] 4000/8544 | Loss=0.9485 | Acc=0.5992
[Train] 4512/8544 | Loss=0.9504 | Acc=0.5982
[Train] 5008/8544 | Loss=0.9481 | Acc=0.6004
[Train] 5504/8544 | Loss=0.9488 | Acc=0.5992
[Train] 6000/8544 | Loss=0.9483 | Acc=0.5983
[Train] 6512/8544 | Loss=0.9542 | Acc=0.5952
[Train] 7008/8544 | Loss=0.9588 | Acc=0.5940
[Train] 7504/8544 | Loss=0.9628 | Acc=0.5926
[Train] 8000/8544 | Loss=0.9646 | Acc=0.5921
[Train] 8512/8544 | Loss=0.9656 | Acc=0.5915
[Val] 512/1101 | Loss=1.1529 | Acc=0.5078
[Val] 1008/1101 | Loss=1.1677 | Acc=0.5169
[Train] 512/8544 | Loss=0.9747 | Acc=0.5742
[Train] 1008/8544 | Loss=0.9653 | Acc=0.5833
[Train] 1504/8544 | Loss=0.9773 | Acc=0.5805
[Train] 2000/8544 | Loss=0.9763 | Acc=0.5885
[Train] 2512/8544 | Loss=0.9659 | Acc=0.5912
[Train] 3008/8544 | Loss=0.9644 | Acc=0.5941
[Train] 3504/8544 | Loss=0.9573 | Acc=0.5973
[Train] 4000/8544 | Loss=0.9501 | Acc=0.6005
[Train] 4512/8544 | Loss=0.9462 | Acc=0.6028
[Train] 5008/8544 | Loss=0.9498 | Acc=0.5988
[Train] 5504/8544 | Loss=0.9509 | Acc=0.5970
[Train] 6000/8544 | Loss=0.9472 | Acc=0.5998
[Train] 6512/8544 | Loss=0.9467 | Acc=0.6006
[Train] 7008/8544 | Loss=0.9445 | Acc=0.6003
[Train] 7504/8544 | Loss=0.9484 | Acc=0.5995
[Train] 8000/8544 | Loss=0.9436 | Acc=0.6030
[Train] 8512/8544 | Loss=0.9432 | Acc=0.6033
[Val] 512/1101 | Loss=1.1518 | Acc=0.5195
[Val] 1008/1101 | Loss=1.1744 | Acc=0.5149
[Train] 512/8544 | Loss=0.8461 | Acc=0.6211
[Train] 1008/8544 | Loss=0.8726 | Acc=0.6250
[Train] 1504/8544 | Loss=0.8883 | Acc=0.6237
[Train] 2000/8544 | Loss=0.8981 | Acc=0.6155
[Train] 2512/8544 | Loss=0.8959 | Acc=0.6230
[Train] 3008/8544 | Loss=0.8954 | Acc=0.6203
[Train] 3504/8544 | Loss=0.8963 | Acc=0.6190
[Train] 4000/8544 | Loss=0.8919 | Acc=0.6210
[Train] 4512/8544 | Loss=0.8958 | Acc=0.6179
[Train] 5008/8544 | Loss=0.8986 | Acc=0.6180
[Train] 5504/8544 | Loss=0.8966 | Acc=0.6192
[Train] 6000/8544 | Loss=0.8990 | Acc=0.6212
[Train] 6512/8544 | Loss=0.9064 | Acc=0.6155
[Train] 7008/8544 | Loss=0.9065 | Acc=0.6134
[Train] 7504/8544 | Loss=0.9061 | Acc=0.6141
[Train] 8000/8544 | Loss=0.9086 | Acc=0.6129
[Train] 8512/8544 | Loss=0.9130 | Acc=0.6098
[Val] 512/1101 | Loss=1.1488 | Acc=0.5020
[Val] 1008/1101 | Loss=1.1668 | Acc=0.5149
[Train] 512/8544 | Loss=0.8514 | Acc=0.6582
[Train] 1008/8544 | Loss=0.8610 | Acc=0.6379
[Train] 1504/8544 | Loss=0.8710 | Acc=0.6443
[Train] 2000/8544 | Loss=0.8726 | Acc=0.6290
[Train] 2512/8544 | Loss=0.8738 | Acc=0.6258
[Train] 3008/8544 | Loss=0.8738 | Acc=0.6260
[Train] 3504/8544 | Loss=0.8678 | Acc=0.6313
[Train] 4000/8544 | Loss=0.8658 | Acc=0.6318
[Train] 4512/8544 | Loss=0.8675 | Acc=0.6292
[Train] 5008/8544 | Loss=0.8685 | Acc=0.6274
[Train] 5504/8544 | Loss=0.8681 | Acc=0.6299
[Train] 6000/8544 | Loss=0.8684 | Acc=0.6307
[Train] 6512/8544 | Loss=0.8711 | Acc=0.6311
[Train] 7008/8544 | Loss=0.8704 | Acc=0.6307
[Train] 7504/8544 | Loss=0.8698 | Acc=0.6299
[Train] 8000/8544 | Loss=0.8719 | Acc=0.6271
[Train] 8512/8544 | Loss=0.8764 | Acc=0.6236
[Val] 512/1101 | Loss=1.1783 | Acc=0.4883
[Val] 1008/1101 | Loss=1.2014 | Acc=0.4970
[Train] 512/8544 | Loss=0.8074 | Acc=0.6484
[Train] 1008/8544 | Loss=0.8322 | Acc=0.6409
[Train] 1504/8544 | Loss=0.8398 | Acc=0.6350
[Train] 2000/8544 | Loss=0.8391 | Acc=0.6350
[Train] 2512/8544 | Loss=0.8465 | Acc=0.6354
[Train] 3008/8544 | Loss=0.8399 | Acc=0.6370
[Train] 3504/8544 | Loss=0.8444 | Acc=0.6361
[Train] 4000/8544 | Loss=0.8416 | Acc=0.6375
[Train] 4512/8544 | Loss=0.8485 | Acc=0.6328
[Train] 5008/8544 | Loss=0.8499 | Acc=0.6318
[Train] 5504/8544 | Loss=0.8521 | Acc=0.6310
[Train] 6000/8544 | Loss=0.8509 | Acc=0.6335
[Train] 6512/8544 | Loss=0.8537 | Acc=0.6333
[Train] 7008/8544 | Loss=0.8511 | Acc=0.6350
[Train] 7504/8544 | Loss=0.8500 | Acc=0.6345
[Train] 8000/8544 | Loss=0.8513 | Acc=0.6329
[Train] 8512/8544 | Loss=0.8505 | Acc=0.6328
[Val] 512/1101 | Loss=1.2009 | Acc=0.5020
[Val] 1008/1101 | Loss=1.2316 | Acc=0.4990
[Train] 512/8544 | Loss=0.8162 | Acc=0.6562
[Train] 1008/8544 | Loss=0.8133 | Acc=0.6528
[Train] 1504/8544 | Loss=0.8268 | Acc=0.6509
[Train] 2000/8544 | Loss=0.8320 | Acc=0.6475
[Train] 2512/8544 | Loss=0.8286 | Acc=0.6509
[Train] 3008/8544 | Loss=0.8210 | Acc=0.6592
[Train] 3504/8544 | Loss=0.8228 | Acc=0.6578
[Train] 4000/8544 | Loss=0.8191 | Acc=0.6610
[Train] 4512/8544 | Loss=0.8167 | Acc=0.6598
[Train] 5008/8544 | Loss=0.8162 | Acc=0.6583
[Train] 5504/8544 | Loss=0.8185 | Acc=0.6566
[Train] 6000/8544 | Loss=0.8207 | Acc=0.6543
[Train] 6512/8544 | Loss=0.8184 | Acc=0.6568
[Train] 7008/8544 | Loss=0.8157 | Acc=0.6568
[Train] 7504/8544 | Loss=0.8150 | Acc=0.6586
[Train] 8000/8544 | Loss=0.8194 | Acc=0.6565
[Train] 8512/8544 | Loss=0.8176 | Acc=0.6572
[Val] 512/1101 | Loss=1.2228 | Acc=0.4961
[Val] 1008/1101 | Loss=1.2476 | Acc=0.5050
