========== FINAL RESULTS ==========
Model Version: V1

Final Train Accuracy: 0.9870
Final Validation Accuracy: 0.4959

Test Loss: 2.8052
Test Accuracy: 0.5095

Classification Report:
              precision    recall  f1-score   support

           0     0.5445    0.3728    0.4426       279
           1     0.5688    0.4834    0.5226       633
           2     0.3326    0.3830    0.3560       389
           3     0.4962    0.6412    0.5595       510
           4     0.6417    0.6015    0.6210       399

    accuracy                         0.5095      2210
   macro avg     0.5168    0.4964    0.5003      2210
weighted avg     0.5206    0.5095    0.5094      2210

====================================

[Train] 512/8544 | Loss=1.5524 | Acc=0.3047
[Val] 512/1101 | Loss=2.3437 | Acc=0.4902
[Val] 1008/1101 | Loss=2.3852 | Acc=0.4970
Epoch 8: Train Acc=0.9706 | Val Acc=0.4886
[Train] 512/8544 | Loss=0.0490 | Acc=0.9844
[Train] 1008/8544 | Loss=0.0532 | Acc=0.9821
[Train] 1504/8544 | Loss=0.0625 | Acc=0.9794
[Train] 2000/8544 | Loss=0.0729 | Acc=0.9750
[Train] 2512/8544 | Loss=0.0832 | Acc=0.9713
[Train] 3008/8544 | Loss=0.0796 | Acc=0.9727
[Train] 3504/8544 | Loss=0.0780 | Acc=0.9737
[Train] 4000/8544 | Loss=0.0788 | Acc=0.9732
[Train] 4512/8544 | Loss=0.0755 | Acc=0.9750
[Train] 5008/8544 | Loss=0.0742 | Acc=0.9756
[Train] 5504/8544 | Loss=0.0725 | Acc=0.9758
[Train] 6000/8544 | Loss=0.0733 | Acc=0.9757
[Train] 6512/8544 | Loss=0.0713 | Acc=0.9762
[Train] 7008/8544 | Loss=0.0733 | Acc=0.9753
[Train] 7504/8544 | Loss=0.0720 | Acc=0.9759
[Train] 8000/8544 | Loss=0.0723 | Acc=0.9756
[Train] 8512/8544 | Loss=0.0721 | Acc=0.9758
[Val] 512/1101 | Loss=2.4165 | Acc=0.5273
[Val] 1008/1101 | Loss=2.5275 | Acc=0.5139
Epoch 9: Train Acc=0.9759 | Val Acc=0.5086
[Train] 512/8544 | Loss=0.0528 | Acc=0.9766
[Train] 1008/8544 | Loss=0.0738 | Acc=0.9742
[Train] 1504/8544 | Loss=0.0799 | Acc=0.9714
[Train] 2000/8544 | Loss=0.0763 | Acc=0.9730
[Train] 2512/8544 | Loss=0.0677 | Acc=0.9757
[Train] 3008/8544 | Loss=0.0688 | Acc=0.9751
[Train] 3504/8544 | Loss=0.0710 | Acc=0.9746
[Train] 4000/8544 | Loss=0.0713 | Acc=0.9738
[Train] 4512/8544 | Loss=0.0704 | Acc=0.9747
[Train] 5008/8544 | Loss=0.0735 | Acc=0.9740
[Train] 5504/8544 | Loss=0.0720 | Acc=0.9746
[Train] 6000/8544 | Loss=0.0721 | Acc=0.9740
[Train] 6512/8544 | Loss=0.0711 | Acc=0.9740
[Train] 7008/8544 | Loss=0.0713 | Acc=0.9743
[Train] 7504/8544 | Loss=0.0702 | Acc=0.9747
[Train] 8000/8544 | Loss=0.0715 | Acc=0.9748
[Train] 8512/8544 | Loss=0.0720 | Acc=0.9744
[Val] 512/1101 | Loss=2.6589 | Acc=0.5020
[Val] 1008/1101 | Loss=2.7272 | Acc=0.4861
Epoch 10: Train Acc=0.9745 | Val Acc=0.4768
[Train] 512/8544 | Loss=0.0629 | Acc=0.9707
[Train] 1008/8544 | Loss=0.0617 | Acc=0.9762
[Train] 1504/8544 | Loss=0.0565 | Acc=0.9801
[Train] 2000/8544 | Loss=0.0629 | Acc=0.9775
[Train] 2512/8544 | Loss=0.0648 | Acc=0.9777
[Train] 3008/8544 | Loss=0.0626 | Acc=0.9784
[Train] 3504/8544 | Loss=0.0590 | Acc=0.9795
[Train] 4000/8544 | Loss=0.0564 | Acc=0.9802
[Train] 4512/8544 | Loss=0.0528 | Acc=0.9816
[Train] 5008/8544 | Loss=0.0558 | Acc=0.9810
[Train] 5504/8544 | Loss=0.0532 | Acc=0.9822
[Train] 6000/8544 | Loss=0.0546 | Acc=0.9818
[Train] 6512/8544 | Loss=0.0521 | Acc=0.9828
[Train] 7008/8544 | Loss=0.0532 | Acc=0.9824
[Train] 7504/8544 | Loss=0.0531 | Acc=0.9820
[Train] 8000/8544 | Loss=0.0560 | Acc=0.9811
[Train] 8512/8544 | Loss=0.0586 | Acc=0.9804
[Val] 512/1101 | Loss=2.6314 | Acc=0.4941
[Val] 1008/1101 | Loss=2.6512 | Acc=0.4950
Epoch 11: Train Acc=0.9805 | Val Acc=0.4877
[Train] 512/8544 | Loss=0.0422 | Acc=0.9902
[Train] 1008/8544 | Loss=0.0436 | Acc=0.9881
[Train] 1504/8544 | Loss=0.0421 | Acc=0.9880
[Train] 2000/8544 | Loss=0.0457 | Acc=0.9855
[Train] 2512/8544 | Loss=0.0489 | Acc=0.9841
[Train] 3008/8544 | Loss=0.0612 | Acc=0.9804
[Train] 3504/8544 | Loss=0.0601 | Acc=0.9803
[Train] 4000/8544 | Loss=0.0607 | Acc=0.9798
[Train] 4512/8544 | Loss=0.0571 | Acc=0.9812
[Train] 5008/8544 | Loss=0.0553 | Acc=0.9818
[Train] 5504/8544 | Loss=0.0521 | Acc=0.9827
[Train] 6000/8544 | Loss=0.0502 | Acc=0.9835
[Train] 6512/8544 | Loss=0.0485 | Acc=0.9836
[Train] 7008/8544 | Loss=0.0476 | Acc=0.9839
[Train] 7504/8544 | Loss=0.0497 | Acc=0.9835
[Train] 8000/8544 | Loss=0.0489 | Acc=0.9836
[Train] 8512/8544 | Loss=0.0503 | Acc=0.9833
[Val] 512/1101 | Loss=2.7487 | Acc=0.5195
[Val] 1008/1101 | Loss=2.8523 | Acc=0.4940
Epoch 12: Train Acc=0.9833 | Val Acc=0.4823
[Train] 512/8544 | Loss=0.0260 | Acc=0.9883
[Train] 1008/8544 | Loss=0.0276 | Acc=0.9891
[Train] 1504/8544 | Loss=0.0245 | Acc=0.9914
[Train] 2000/8544 | Loss=0.0284 | Acc=0.9880
[Train] 2512/8544 | Loss=0.0322 | Acc=0.9885
[Train] 3008/8544 | Loss=0.0360 | Acc=0.9867
[Train] 3504/8544 | Loss=0.0414 | Acc=0.9843
[Train] 4000/8544 | Loss=0.0412 | Acc=0.9850
[Train] 4512/8544 | Loss=0.0389 | Acc=0.9858
[Train] 5008/8544 | Loss=0.0379 | Acc=0.9866
[Train] 5504/8544 | Loss=0.0407 | Acc=0.9866
[Train] 6000/8544 | Loss=0.0400 | Acc=0.9867
[Train] 6512/8544 | Loss=0.0419 | Acc=0.9854
[Train] 7008/8544 | Loss=0.0431 | Acc=0.9853
[Train] 7504/8544 | Loss=0.0468 | Acc=0.9840
[Train] 8000/8544 | Loss=0.0485 | Acc=0.9836
[Train] 8512/8544 | Loss=0.0486 | Acc=0.9834
[Val] 512/1101 | Loss=2.5513 | Acc=0.5273
[Val] 1008/1101 | Loss=2.6377 | Acc=0.5159
Epoch 13: Train Acc=0.9835 | Val Acc=0.5059
[Train] 512/8544 | Loss=0.0509 | Acc=0.9863
[Train] 1008/8544 | Loss=0.0499 | Acc=0.9812
[Train] 1504/8544 | Loss=0.0499 | Acc=0.9820
[Train] 2000/8544 | Loss=0.0563 | Acc=0.9805
[Train] 2512/8544 | Loss=0.0540 | Acc=0.9817
[Train] 3008/8544 | Loss=0.0500 | Acc=0.9824
[Train] 3504/8544 | Loss=0.0472 | Acc=0.9837
[Train] 4000/8544 | Loss=0.0500 | Acc=0.9828
[Train] 4512/8544 | Loss=0.0504 | Acc=0.9829
[Train] 5008/8544 | Loss=0.0485 | Acc=0.9840
[Train] 5504/8544 | Loss=0.0472 | Acc=0.9840
[Train] 6000/8544 | Loss=0.0465 | Acc=0.9842
[Train] 6512/8544 | Loss=0.0459 | Acc=0.9843
[Train] 7008/8544 | Loss=0.0462 | Acc=0.9842
[Train] 7504/8544 | Loss=0.0460 | Acc=0.9845
[Train] 8000/8544 | Loss=0.0473 | Acc=0.9840
[Train] 8512/8544 | Loss=0.0468 | Acc=0.9841
[Val] 512/1101 | Loss=2.6753 | Acc=0.5215
[Val] 1008/1101 | Loss=2.8266 | Acc=0.5020
Epoch 14: Train Acc=0.9841 | Val Acc=0.4986
[Train] 512/8544 | Loss=0.0140 | Acc=0.9961
[Train] 1008/8544 | Loss=0.0143 | Acc=0.9970
[Train] 1504/8544 | Loss=0.0171 | Acc=0.9940
[Train] 2000/8544 | Loss=0.0186 | Acc=0.9930
[Train] 2512/8544 | Loss=0.0200 | Acc=0.9928
[Train] 3008/8544 | Loss=0.0233 | Acc=0.9920
[Train] 3504/8544 | Loss=0.0279 | Acc=0.9903
[Train] 4000/8544 | Loss=0.0305 | Acc=0.9885
[Train] 4512/8544 | Loss=0.0331 | Acc=0.9880
[Train] 5008/8544 | Loss=0.0377 | Acc=0.9870
[Train] 5504/8544 | Loss=0.0365 | Acc=0.9876
[Train] 6000/8544 | Loss=0.0360 | Acc=0.9873
[Train] 6512/8544 | Loss=0.0380 | Acc=0.9871
[Train] 7008/8544 | Loss=0.0367 | Acc=0.9874
[Train] 7504/8544 | Loss=0.0384 | Acc=0.9872
[Train] 8000/8544 | Loss=0.0390 | Acc=0.9866
[Train] 8512/8544 | Loss=0.0382 | Acc=0.9870
[Val] 512/1101 | Loss=2.8642 | Acc=0.5156
[Val] 1008/1101 | Loss=2.8944 | Acc=0.5069
Epoch 15: Train Acc=0.9870 | Val Acc=0.4959
