========== FINAL RESULTS ==========
Model Version: V4

Final Train Accuracy: 0.9727
Final Validation Accuracy: 0.4923

Test Loss: 2.5716
Test Accuracy: 0.5249

Classification Report:
              precision    recall  f1-score   support

           0     0.5962    0.3333    0.4276       279
           1     0.5765    0.5893    0.5828       633
           2     0.3596    0.3753    0.3673       389
           3     0.4857    0.7000    0.5735       510
           4     0.7180    0.4787    0.5744       399

    accuracy                         0.5249      2210
   macro avg     0.5472    0.4953    0.5051      2210
weighted avg     0.5454    0.5249    0.5216      2210

====================================

[Train] 512/8544 | Loss=1.5963 | Acc=0.2480
[Val] 512/1101 | Loss=1.5868 | Acc=0.5273
[Val] 1008/1101 | Loss=1.6109 | Acc=0.5208
[Train] 512/8544 | Loss=0.2537 | Acc=0.9121
[Train] 1008/8544 | Loss=0.2474 | Acc=0.9177
[Train] 1504/8544 | Loss=0.2650 | Acc=0.9122
[Train] 2000/8544 | Loss=0.2866 | Acc=0.9065
[Train] 2512/8544 | Loss=0.2920 | Acc=0.9029
[Train] 3008/8544 | Loss=0.2880 | Acc=0.9059
[Train] 3504/8544 | Loss=0.2823 | Acc=0.9081
[Train] 4000/8544 | Loss=0.2839 | Acc=0.9060
[Train] 4512/8544 | Loss=0.2890 | Acc=0.9047
[Train] 5008/8544 | Loss=0.2890 | Acc=0.9046
[Train] 5504/8544 | Loss=0.2853 | Acc=0.9061
[Train] 6000/8544 | Loss=0.2809 | Acc=0.9070
[Train] 6512/8544 | Loss=0.2852 | Acc=0.9045
[Train] 7008/8544 | Loss=0.2874 | Acc=0.9031
[Train] 7504/8544 | Loss=0.2893 | Acc=0.9018
[Train] 8000/8544 | Loss=0.2872 | Acc=0.9022
[Train] 8512/8544 | Loss=0.2873 | Acc=0.9018
[Val] 512/1101 | Loss=1.8220 | Acc=0.5059
[Val] 1008/1101 | Loss=1.8313 | Acc=0.5040
[Train] 512/8544 | Loss=0.1825 | Acc=0.9531
[Train] 1008/8544 | Loss=0.2073 | Acc=0.9385
[Train] 1504/8544 | Loss=0.1951 | Acc=0.9428
[Train] 2000/8544 | Loss=0.1831 | Acc=0.9455
[Train] 2512/8544 | Loss=0.1883 | Acc=0.9411
[Train] 3008/8544 | Loss=0.1956 | Acc=0.9388
[Train] 3504/8544 | Loss=0.1961 | Acc=0.9372
[Train] 4000/8544 | Loss=0.1994 | Acc=0.9360
[Train] 4512/8544 | Loss=0.2051 | Acc=0.9328
[Train] 5008/8544 | Loss=0.2079 | Acc=0.9319
[Train] 5504/8544 | Loss=0.2128 | Acc=0.9308
[Train] 6000/8544 | Loss=0.2123 | Acc=0.9315
[Train] 6512/8544 | Loss=0.2133 | Acc=0.9317
[Train] 7008/8544 | Loss=0.2156 | Acc=0.9312
[Train] 7504/8544 | Loss=0.2156 | Acc=0.9310
[Train] 8000/8544 | Loss=0.2159 | Acc=0.9311
[Train] 8512/8544 | Loss=0.2148 | Acc=0.9320
[Val] 512/1101 | Loss=1.9824 | Acc=0.5195
[Val] 1008/1101 | Loss=2.0136 | Acc=0.5159
[Train] 512/8544 | Loss=0.1692 | Acc=0.9355
[Train] 1008/8544 | Loss=0.1495 | Acc=0.9484
[Train] 1504/8544 | Loss=0.1587 | Acc=0.9468
[Train] 2000/8544 | Loss=0.1550 | Acc=0.9500
[Train] 2512/8544 | Loss=0.1548 | Acc=0.9514
[Train] 3008/8544 | Loss=0.1660 | Acc=0.9475
[Train] 3504/8544 | Loss=0.1695 | Acc=0.9472
[Train] 4000/8544 | Loss=0.1671 | Acc=0.9475
[Train] 4512/8544 | Loss=0.1678 | Acc=0.9475
[Train] 5008/8544 | Loss=0.1711 | Acc=0.9467
[Train] 5504/8544 | Loss=0.1712 | Acc=0.9469
[Train] 6000/8544 | Loss=0.1703 | Acc=0.9470
[Train] 6512/8544 | Loss=0.1694 | Acc=0.9475
[Train] 7008/8544 | Loss=0.1714 | Acc=0.9462
[Train] 7504/8544 | Loss=0.1690 | Acc=0.9467
[Train] 8000/8544 | Loss=0.1753 | Acc=0.9443
[Train] 8512/8544 | Loss=0.1733 | Acc=0.9445
[Val] 512/1101 | Loss=2.0572 | Acc=0.5098
[Val] 1008/1101 | Loss=2.0691 | Acc=0.5089
[Train] 512/8544 | Loss=0.0984 | Acc=0.9766
[Train] 1008/8544 | Loss=0.1475 | Acc=0.9633
[Train] 1504/8544 | Loss=0.1552 | Acc=0.9561
[Train] 2000/8544 | Loss=0.1673 | Acc=0.9530
[Train] 2512/8544 | Loss=0.1679 | Acc=0.9534
[Train] 3008/8544 | Loss=0.1631 | Acc=0.9541
[Train] 3504/8544 | Loss=0.1554 | Acc=0.9552
[Train] 4000/8544 | Loss=0.1521 | Acc=0.9557
[Train] 4512/8544 | Loss=0.1516 | Acc=0.9548
[Train] 5008/8544 | Loss=0.1480 | Acc=0.9561
[Train] 5504/8544 | Loss=0.1488 | Acc=0.9564
[Train] 6000/8544 | Loss=0.1469 | Acc=0.9565
[Train] 6512/8544 | Loss=0.1472 | Acc=0.9562
[Train] 7008/8544 | Loss=0.1496 | Acc=0.9548
[Train] 7504/8544 | Loss=0.1498 | Acc=0.9547
[Train] 8000/8544 | Loss=0.1480 | Acc=0.9550
[Train] 8512/8544 | Loss=0.1500 | Acc=0.9544
[Val] 512/1101 | Loss=2.2364 | Acc=0.4883
[Val] 1008/1101 | Loss=2.1591 | Acc=0.5099
[Train] 512/8544 | Loss=0.1495 | Acc=0.9531
[Train] 1008/8544 | Loss=0.1549 | Acc=0.9494
[Train] 1504/8544 | Loss=0.1480 | Acc=0.9515
[Train] 2000/8544 | Loss=0.1506 | Acc=0.9520
[Train] 2512/8544 | Loss=0.1470 | Acc=0.9510
[Train] 3008/8544 | Loss=0.1415 | Acc=0.9528
[Train] 3504/8544 | Loss=0.1440 | Acc=0.9515
[Train] 4000/8544 | Loss=0.1406 | Acc=0.9540
[Train] 4512/8544 | Loss=0.1404 | Acc=0.9546
[Train] 5008/8544 | Loss=0.1418 | Acc=0.9555
[Train] 5504/8544 | Loss=0.1412 | Acc=0.9560
[Train] 6000/8544 | Loss=0.1435 | Acc=0.9563
[Train] 6512/8544 | Loss=0.1421 | Acc=0.9564
[Train] 7008/8544 | Loss=0.1392 | Acc=0.9570
[Train] 7504/8544 | Loss=0.1393 | Acc=0.9571
[Train] 8000/8544 | Loss=0.1372 | Acc=0.9579
[Train] 8512/8544 | Loss=0.1400 | Acc=0.9566
[Val] 512/1101 | Loss=2.1736 | Acc=0.5078
[Val] 1008/1101 | Loss=2.1280 | Acc=0.5208
[Train] 512/8544 | Loss=0.1043 | Acc=0.9688
[Train] 1008/8544 | Loss=0.0847 | Acc=0.9752
[Train] 1504/8544 | Loss=0.0954 | Acc=0.9701
[Train] 2000/8544 | Loss=0.0960 | Acc=0.9695
[Train] 2512/8544 | Loss=0.1023 | Acc=0.9674
[Train] 3008/8544 | Loss=0.1044 | Acc=0.9684
[Train] 3504/8544 | Loss=0.1066 | Acc=0.9678
[Train] 4000/8544 | Loss=0.1057 | Acc=0.9685
[Train] 4512/8544 | Loss=0.1079 | Acc=0.9676
[Train] 5008/8544 | Loss=0.1094 | Acc=0.9667
[Train] 5504/8544 | Loss=0.1102 | Acc=0.9664
[Train] 6000/8544 | Loss=0.1140 | Acc=0.9658
[Train] 6512/8544 | Loss=0.1162 | Acc=0.9658
[Train] 7008/8544 | Loss=0.1158 | Acc=0.9660
[Train] 7504/8544 | Loss=0.1164 | Acc=0.9659
[Train] 8000/8544 | Loss=0.1178 | Acc=0.9655
[Train] 8512/8544 | Loss=0.1201 | Acc=0.9651
[Val] 512/1101 | Loss=2.5708 | Acc=0.4902
[Val] 1008/1101 | Loss=2.5241 | Acc=0.4841
[Train] 512/8544 | Loss=0.1195 | Acc=0.9648
[Train] 1008/8544 | Loss=0.1065 | Acc=0.9673
[Train] 1504/8544 | Loss=0.1067 | Acc=0.9707
[Train] 2000/8544 | Loss=0.1017 | Acc=0.9715
[Train] 2512/8544 | Loss=0.1027 | Acc=0.9705
[Train] 3008/8544 | Loss=0.1028 | Acc=0.9711
[Train] 3504/8544 | Loss=0.0987 | Acc=0.9717
[Train] 4000/8544 | Loss=0.0980 | Acc=0.9722
[Train] 4512/8544 | Loss=0.0998 | Acc=0.9705
[Train] 5008/8544 | Loss=0.1026 | Acc=0.9700
[Train] 5504/8544 | Loss=0.1046 | Acc=0.9700
[Train] 6000/8544 | Loss=0.1042 | Acc=0.9703
[Train] 6512/8544 | Loss=0.1056 | Acc=0.9696
[Train] 7008/8544 | Loss=0.1050 | Acc=0.9700
[Train] 7504/8544 | Loss=0.1053 | Acc=0.9704
[Train] 8000/8544 | Loss=0.1050 | Acc=0.9706
[Train] 8512/8544 | Loss=0.1041 | Acc=0.9713
[Val] 512/1101 | Loss=2.4571 | Acc=0.5195
[Val] 1008/1101 | Loss=2.4086 | Acc=0.5159
[Train] 512/8544 | Loss=0.0933 | Acc=0.9727
[Train] 1008/8544 | Loss=0.1034 | Acc=0.9732
[Train] 1504/8544 | Loss=0.1023 | Acc=0.9761
[Train] 2000/8544 | Loss=0.1023 | Acc=0.9745
[Train] 2512/8544 | Loss=0.0901 | Acc=0.9781
[Train] 3008/8544 | Loss=0.0923 | Acc=0.9757
[Train] 3504/8544 | Loss=0.0956 | Acc=0.9752
[Train] 4000/8544 | Loss=0.0941 | Acc=0.9752
[Train] 4512/8544 | Loss=0.0928 | Acc=0.9745
[Train] 5008/8544 | Loss=0.0934 | Acc=0.9738
[Train] 5504/8544 | Loss=0.0930 | Acc=0.9738
[Train] 6000/8544 | Loss=0.0967 | Acc=0.9730
[Train] 6512/8544 | Loss=0.0960 | Acc=0.9730
[Train] 7008/8544 | Loss=0.0962 | Acc=0.9729
[Train] 7504/8544 | Loss=0.0959 | Acc=0.9728
[Train] 8000/8544 | Loss=0.0956 | Acc=0.9728
[Train] 8512/8544 | Loss=0.0960 | Acc=0.9724
[Val] 512/1101 | Loss=2.5647 | Acc=0.5078
[Val] 1008/1101 | Loss=2.5035 | Acc=0.5079
[Train] 512/8544 | Loss=0.1301 | Acc=0.9551
[Train] 1008/8544 | Loss=0.1021 | Acc=0.9643
[Train] 1504/8544 | Loss=0.1004 | Acc=0.9654
[Train] 2000/8544 | Loss=0.0915 | Acc=0.9690
[Train] 2512/8544 | Loss=0.0793 | Acc=0.9729
[Train] 3008/8544 | Loss=0.0745 | Acc=0.9757
[Train] 3504/8544 | Loss=0.0666 | Acc=0.9789
[Train] 4000/8544 | Loss=0.0660 | Acc=0.9788
[Train] 4512/8544 | Loss=0.0671 | Acc=0.9792
[Train] 5008/8544 | Loss=0.0722 | Acc=0.9780
[Train] 5504/8544 | Loss=0.0740 | Acc=0.9780
[Train] 6000/8544 | Loss=0.0755 | Acc=0.9783
[Train] 6512/8544 | Loss=0.0806 | Acc=0.9770
[Train] 7008/8544 | Loss=0.0807 | Acc=0.9770
[Train] 7504/8544 | Loss=0.0838 | Acc=0.9767
[Train] 8000/8544 | Loss=0.0855 | Acc=0.9761
[Train] 8512/8544 | Loss=0.0862 | Acc=0.9754
[Val] 512/1101 | Loss=2.5404 | Acc=0.4883
[Val] 1008/1101 | Loss=2.4844 | Acc=0.4891
[Train] 512/8544 | Loss=0.1646 | Acc=0.9551
[Train] 1008/8544 | Loss=0.1238 | Acc=0.9623
[Train] 1504/8544 | Loss=0.1078 | Acc=0.9701
[Train] 2000/8544 | Loss=0.1074 | Acc=0.9715
[Train] 2512/8544 | Loss=0.1014 | Acc=0.9721
[Train] 3008/8544 | Loss=0.1012 | Acc=0.9711
[Train] 3504/8544 | Loss=0.0979 | Acc=0.9717
[Train] 4000/8544 | Loss=0.0947 | Acc=0.9728
[Train] 4512/8544 | Loss=0.0936 | Acc=0.9727
[Train] 5008/8544 | Loss=0.0896 | Acc=0.9734
[Train] 5504/8544 | Loss=0.0913 | Acc=0.9731
[Train] 6000/8544 | Loss=0.0886 | Acc=0.9733
[Train] 6512/8544 | Loss=0.0859 | Acc=0.9736
[Train] 7008/8544 | Loss=0.0840 | Acc=0.9736
[Train] 7504/8544 | Loss=0.0836 | Acc=0.9741
[Train] 8000/8544 | Loss=0.0842 | Acc=0.9738
[Train] 8512/8544 | Loss=0.0871 | Acc=0.9729
[Val] 512/1101 | Loss=2.7312 | Acc=0.4922
[Val] 1008/1101 | Loss=2.6408 | Acc=0.4960
