========== FINAL RESULTS ==========
Model Version: V3

Final Train Accuracy: 0.9709
Final Validation Accuracy: 0.4959

Test Loss: 2.9201
Test Accuracy: 0.5186

Classification Report:
              precision    recall  f1-score   support

           0     0.4704    0.5125    0.4906       279
           1     0.5727    0.5103    0.5397       633
           2     0.3902    0.3059    0.3429       389
           3     0.4861    0.6843    0.5684       510
           4     0.6646    0.5313    0.5905       399

    accuracy                         0.5186      2210
   macro avg     0.5168    0.5089    0.5064      2210
weighted avg     0.5243    0.5186    0.5147      2210

====================================

[Train] 512/8544 | Loss=1.5891 | Acc=0.2734
[Train] 5008/8544 | Loss=1.0634 | Acc=0.5313
[Train] 5504/8544 | Loss=1.0622 | Acc=0.5332
[Train] 6000/8544 | Loss=1.0640 | Acc=0.5332
[Train] 6512/8544 | Loss=1.0646 | Acc=0.5329
[Train] 7008/8544 | Loss=1.0649 | Acc=0.5347
[Train] 7504/8544 | Loss=1.0656 | Acc=0.5332
[Train] 8000/8544 | Loss=1.0658 | Acc=0.5327
[Train] 8512/8544 | Loss=1.0623 | Acc=0.5344
[Val] 512/1101 | Loss=1.1040 | Acc=0.5449
[Val] 1008/1101 | Loss=1.1315 | Acc=0.5248
Epoch 2: Train Acc=0.5343 | Val Acc=0.5186
[Train] 512/8544 | Loss=0.9490 | Acc=0.5820
[Train] 1008/8544 | Loss=0.9698 | Acc=0.5754
[Train] 1504/8544 | Loss=0.9728 | Acc=0.5758
[Train] 2000/8544 | Loss=0.9631 | Acc=0.5810
[Train] 2512/8544 | Loss=0.9625 | Acc=0.5824
[Train] 3008/8544 | Loss=0.9553 | Acc=0.5871
[Train] 3504/8544 | Loss=0.9514 | Acc=0.5879
[Train] 4000/8544 | Loss=0.9488 | Acc=0.5890
[Train] 4512/8544 | Loss=0.9437 | Acc=0.5909
[Train] 5008/8544 | Loss=0.9394 | Acc=0.5933
[Train] 5504/8544 | Loss=0.9399 | Acc=0.5954
[Train] 6000/8544 | Loss=0.9398 | Acc=0.5950
[Train] 6512/8544 | Loss=0.9431 | Acc=0.5926
[Train] 7008/8544 | Loss=0.9431 | Acc=0.5932
[Train] 7504/8544 | Loss=0.9416 | Acc=0.5941
[Train] 8000/8544 | Loss=0.9438 | Acc=0.5909
[Train] 8512/8544 | Loss=0.9431 | Acc=0.5919
[Val] 512/1101 | Loss=1.1240 | Acc=0.5332
[Val] 1008/1101 | Loss=1.1573 | Acc=0.5288
Epoch 3: Train Acc=0.5916 | Val Acc=0.5204
[Train] 512/8544 | Loss=0.8177 | Acc=0.6660
[Train] 1008/8544 | Loss=0.8125 | Acc=0.6696
[Train] 1504/8544 | Loss=0.8167 | Acc=0.6669
[Train] 2000/8544 | Loss=0.8139 | Acc=0.6715
[Train] 2512/8544 | Loss=0.8092 | Acc=0.6704
[Train] 3008/8544 | Loss=0.8229 | Acc=0.6629
[Train] 3504/8544 | Loss=0.8175 | Acc=0.6661
[Train] 4000/8544 | Loss=0.8196 | Acc=0.6640
[Train] 4512/8544 | Loss=0.8214 | Acc=0.6576
[Train] 5008/8544 | Loss=0.8213 | Acc=0.6569
[Train] 5504/8544 | Loss=0.8226 | Acc=0.6561
[Train] 6000/8544 | Loss=0.8228 | Acc=0.6565
[Train] 6512/8544 | Loss=0.8218 | Acc=0.6576
[Train] 7008/8544 | Loss=0.8207 | Acc=0.6581
[Train] 7504/8544 | Loss=0.8202 | Acc=0.6572
[Train] 8000/8544 | Loss=0.8216 | Acc=0.6575
[Train] 8512/8544 | Loss=0.8233 | Acc=0.6567
[Val] 512/1101 | Loss=1.2398 | Acc=0.5156
[Val] 1008/1101 | Loss=1.3072 | Acc=0.5099
Epoch 4: Train Acc=0.6567 | Val Acc=0.4995
[Train] 512/8544 | Loss=0.6894 | Acc=0.7188
[Train] 1008/8544 | Loss=0.6688 | Acc=0.7411
[Train] 1504/8544 | Loss=0.6819 | Acc=0.7400
[Train] 2000/8544 | Loss=0.6965 | Acc=0.7245
[Train] 2512/8544 | Loss=0.6967 | Acc=0.7281
[Train] 3008/8544 | Loss=0.6967 | Acc=0.7281
[Train] 3504/8544 | Loss=0.7009 | Acc=0.7252
[Train] 4000/8544 | Loss=0.7045 | Acc=0.7230
[Train] 4512/8544 | Loss=0.7015 | Acc=0.7199
[Train] 5008/8544 | Loss=0.6996 | Acc=0.7208
[Train] 5504/8544 | Loss=0.7011 | Acc=0.7195
[Train] 6000/8544 | Loss=0.7012 | Acc=0.7200
[Train] 6512/8544 | Loss=0.7007 | Acc=0.7194
[Train] 7008/8544 | Loss=0.7014 | Acc=0.7179
[Train] 7504/8544 | Loss=0.7029 | Acc=0.7175
[Train] 8000/8544 | Loss=0.7018 | Acc=0.7183
[Train] 8512/8544 | Loss=0.7029 | Acc=0.7185
[Val] 512/1101 | Loss=1.3477 | Acc=0.5020
[Val] 1008/1101 | Loss=1.4286 | Acc=0.5000
Epoch 5: Train Acc=0.7188 | Val Acc=0.4923
[Train] 512/8544 | Loss=0.5286 | Acc=0.8008
[Train] 1008/8544 | Loss=0.5656 | Acc=0.7867
[Train] 1504/8544 | Loss=0.5794 | Acc=0.7832
[Train] 2000/8544 | Loss=0.5725 | Acc=0.7840
[Train] 2512/8544 | Loss=0.5712 | Acc=0.7882
[Train] 3008/8544 | Loss=0.5855 | Acc=0.7832
[Train] 3504/8544 | Loss=0.5846 | Acc=0.7842
[Train] 4000/8544 | Loss=0.5757 | Acc=0.7867
[Train] 4512/8544 | Loss=0.5752 | Acc=0.7848
[Train] 5008/8544 | Loss=0.5693 | Acc=0.7849
[Train] 5504/8544 | Loss=0.5696 | Acc=0.7842
[Train] 6000/8544 | Loss=0.5666 | Acc=0.7848
[Train] 6512/8544 | Loss=0.5683 | Acc=0.7830
[Train] 7008/8544 | Loss=0.5679 | Acc=0.7845
[Train] 7504/8544 | Loss=0.5696 | Acc=0.7840
[Train] 8000/8544 | Loss=0.5721 | Acc=0.7826
[Train] 8512/8544 | Loss=0.5745 | Acc=0.7802
[Val] 512/1101 | Loss=1.4119 | Acc=0.5312
[Val] 1008/1101 | Loss=1.5202 | Acc=0.5188
Epoch 6: Train Acc=0.7795 | Val Acc=0.5114
[Train] 512/8544 | Loss=0.4502 | Acc=0.8262
[Train] 1008/8544 | Loss=0.4374 | Acc=0.8393
[Train] 1504/8544 | Loss=0.4246 | Acc=0.8477
[Train] 2000/8544 | Loss=0.4181 | Acc=0.8520
[Train] 2512/8544 | Loss=0.4167 | Acc=0.8531
[Train] 3008/8544 | Loss=0.4218 | Acc=0.8501
[Train] 3504/8544 | Loss=0.4356 | Acc=0.8453
[Train] 4000/8544 | Loss=0.4309 | Acc=0.8450
[Train] 4512/8544 | Loss=0.4288 | Acc=0.8464
[Train] 5008/8544 | Loss=0.4347 | Acc=0.8437
[Train] 5504/8544 | Loss=0.4392 | Acc=0.8403
[Train] 6000/8544 | Loss=0.4394 | Acc=0.8400
[Train] 6512/8544 | Loss=0.4427 | Acc=0.8380
[Train] 7008/8544 | Loss=0.4460 | Acc=0.8352
[Train] 7504/8544 | Loss=0.4456 | Acc=0.8345
[Train] 8000/8544 | Loss=0.4435 | Acc=0.8347
[Train] 8512/8544 | Loss=0.4469 | Acc=0.8329
[Val] 512/1101 | Loss=1.6722 | Acc=0.5117
[Val] 1008/1101 | Loss=1.7751 | Acc=0.5020
Epoch 7: Train Acc=0.8329 | Val Acc=0.4941
[Train] 512/8544 | Loss=0.3692 | Acc=0.8789
[Train] 1008/8544 | Loss=0.3485 | Acc=0.8810
[Train] 1504/8544 | Loss=0.3421 | Acc=0.8810
[Train] 2000/8544 | Loss=0.3422 | Acc=0.8795
[Train] 2512/8544 | Loss=0.3402 | Acc=0.8782
[Train] 3008/8544 | Loss=0.3385 | Acc=0.8783
[Train] 3504/8544 | Loss=0.3362 | Acc=0.8764
[Train] 4000/8544 | Loss=0.3400 | Acc=0.8738
[Train] 4512/8544 | Loss=0.3386 | Acc=0.8728
[Train] 5008/8544 | Loss=0.3427 | Acc=0.8718
[Train] 5504/8544 | Loss=0.3432 | Acc=0.8730
[Train] 6000/8544 | Loss=0.3434 | Acc=0.8727
[Train] 6512/8544 | Loss=0.3429 | Acc=0.8732
[Train] 7008/8544 | Loss=0.3441 | Acc=0.8723
[Train] 7504/8544 | Loss=0.3511 | Acc=0.8691
[Train] 8000/8544 | Loss=0.3507 | Acc=0.8698
[Train] 8512/8544 | Loss=0.3501 | Acc=0.8704
[Val] 512/1101 | Loss=1.8880 | Acc=0.4922
[Val] 1008/1101 | Loss=1.9955 | Acc=0.4901
Epoch 8: Train Acc=0.8704 | Val Acc=0.4850
[Train] 512/8544 | Loss=0.2216 | Acc=0.9219
[Train] 1008/8544 | Loss=0.2519 | Acc=0.9087
[Train] 1504/8544 | Loss=0.2619 | Acc=0.9056
[Train] 2000/8544 | Loss=0.2676 | Acc=0.9075
[Train] 2512/8544 | Loss=0.2749 | Acc=0.9061
[Train] 3008/8544 | Loss=0.2727 | Acc=0.9066
[Train] 3504/8544 | Loss=0.2729 | Acc=0.9058
[Train] 4000/8544 | Loss=0.2706 | Acc=0.9065
[Train] 4512/8544 | Loss=0.2713 | Acc=0.9074
[Train] 5008/8544 | Loss=0.2718 | Acc=0.9071
[Train] 5504/8544 | Loss=0.2734 | Acc=0.9066
[Train] 6000/8544 | Loss=0.2707 | Acc=0.9082
[Train] 6512/8544 | Loss=0.2737 | Acc=0.9072
[Train] 7008/8544 | Loss=0.2703 | Acc=0.9078
[Train] 7504/8544 | Loss=0.2680 | Acc=0.9083
[Train] 8000/8544 | Loss=0.2706 | Acc=0.9066
[Train] 8512/8544 | Loss=0.2700 | Acc=0.9059
[Val] 512/1101 | Loss=2.1856 | Acc=0.4980
[Val] 1008/1101 | Loss=2.2789 | Acc=0.5010
Epoch 9: Train Acc=0.9059 | Val Acc=0.4886
[Train] 512/8544 | Loss=0.1815 | Acc=0.9453
[Train] 1008/8544 | Loss=0.1957 | Acc=0.9325
[Train] 1504/8544 | Loss=0.1972 | Acc=0.9295
[Train] 2000/8544 | Loss=0.1978 | Acc=0.9305
[Train] 2512/8544 | Loss=0.2011 | Acc=0.9295
[Train] 3008/8544 | Loss=0.2036 | Acc=0.9285
[Train] 3504/8544 | Loss=0.2013 | Acc=0.9298
[Train] 4000/8544 | Loss=0.2020 | Acc=0.9297
[Train] 4512/8544 | Loss=0.2044 | Acc=0.9282
[Train] 5008/8544 | Loss=0.2060 | Acc=0.9287
[Train] 5504/8544 | Loss=0.2061 | Acc=0.9281
[Train] 6000/8544 | Loss=0.2109 | Acc=0.9263
[Train] 6512/8544 | Loss=0.2128 | Acc=0.9258
[Train] 7008/8544 | Loss=0.2150 | Acc=0.9252
[Train] 7504/8544 | Loss=0.2163 | Acc=0.9254
[Train] 8000/8544 | Loss=0.2147 | Acc=0.9259
[Train] 8512/8544 | Loss=0.2158 | Acc=0.9261
[Val] 512/1101 | Loss=2.2673 | Acc=0.5098
[Val] 1008/1101 | Loss=2.4083 | Acc=0.5089
Epoch 10: Train Acc=0.9264 | Val Acc=0.5023
[Train] 512/8544 | Loss=0.1803 | Acc=0.9336
[Train] 1008/8544 | Loss=0.1794 | Acc=0.9355
[Train] 1504/8544 | Loss=0.1710 | Acc=0.9368
[Train] 2000/8544 | Loss=0.1772 | Acc=0.9345
[Train] 2512/8544 | Loss=0.1669 | Acc=0.9395
[Train] 3008/8544 | Loss=0.1636 | Acc=0.9415
[Train] 3504/8544 | Loss=0.1660 | Acc=0.9412
[Train] 4000/8544 | Loss=0.1686 | Acc=0.9407
[Train] 4512/8544 | Loss=0.1711 | Acc=0.9406
[Train] 5008/8544 | Loss=0.1705 | Acc=0.9397
[Train] 5504/8544 | Loss=0.1692 | Acc=0.9399
[Train] 6000/8544 | Loss=0.1662 | Acc=0.9417
[Train] 6512/8544 | Loss=0.1668 | Acc=0.9420
[Train] 7008/8544 | Loss=0.1695 | Acc=0.9411
[Train] 7504/8544 | Loss=0.1693 | Acc=0.9415
[Train] 8000/8544 | Loss=0.1693 | Acc=0.9415
[Train] 8512/8544 | Loss=0.1694 | Acc=0.9417
[Val] 512/1101 | Loss=2.4290 | Acc=0.5137
[Val] 1008/1101 | Loss=2.5613 | Acc=0.5060
Epoch 11: Train Acc=0.9415 | Val Acc=0.4950
[Train] 512/8544 | Loss=0.1340 | Acc=0.9551
[Train] 1008/8544 | Loss=0.1321 | Acc=0.9534
[Train] 1504/8544 | Loss=0.1347 | Acc=0.9555
[Train] 2000/8544 | Loss=0.1398 | Acc=0.9545
[Train] 2512/8544 | Loss=0.1421 | Acc=0.9538
[Train] 3008/8544 | Loss=0.1458 | Acc=0.9545
[Train] 3504/8544 | Loss=0.1457 | Acc=0.9543
[Train] 4000/8544 | Loss=0.1446 | Acc=0.9550
[Train] 4512/8544 | Loss=0.1428 | Acc=0.9557
[Train] 5008/8544 | Loss=0.1455 | Acc=0.9545
[Train] 5504/8544 | Loss=0.1435 | Acc=0.9548
[Train] 6000/8544 | Loss=0.1426 | Acc=0.9550
[Train] 6512/8544 | Loss=0.1407 | Acc=0.9561
[Train] 7008/8544 | Loss=0.1395 | Acc=0.9566
[Train] 7504/8544 | Loss=0.1385 | Acc=0.9564
[Train] 8000/8544 | Loss=0.1399 | Acc=0.9557
[Train] 8512/8544 | Loss=0.1422 | Acc=0.9544
[Val] 512/1101 | Loss=2.6389 | Acc=0.4941
[Val] 1008/1101 | Loss=2.7736 | Acc=0.4861
Epoch 12: Train Acc=0.9546 | Val Acc=0.4823
[Train] 512/8544 | Loss=0.1064 | Acc=0.9688
[Train] 1008/8544 | Loss=0.1142 | Acc=0.9683
[Train] 1504/8544 | Loss=0.1077 | Acc=0.9701
[Train] 2000/8544 | Loss=0.1084 | Acc=0.9695
[Train] 2512/8544 | Loss=0.1106 | Acc=0.9686
[Train] 3008/8544 | Loss=0.1057 | Acc=0.9688
[Train] 3504/8544 | Loss=0.1076 | Acc=0.9672
[Train] 4000/8544 | Loss=0.1081 | Acc=0.9667
[Train] 4512/8544 | Loss=0.1105 | Acc=0.9663
[Train] 5008/8544 | Loss=0.1119 | Acc=0.9663
[Train] 5504/8544 | Loss=0.1142 | Acc=0.9649
[Train] 6000/8544 | Loss=0.1166 | Acc=0.9630
[Train] 6512/8544 | Loss=0.1192 | Acc=0.9616
[Train] 7008/8544 | Loss=0.1180 | Acc=0.9620
[Train] 7504/8544 | Loss=0.1160 | Acc=0.9630
[Train] 8000/8544 | Loss=0.1168 | Acc=0.9625
[Train] 8512/8544 | Loss=0.1168 | Acc=0.9623
[Val] 512/1101 | Loss=2.6653 | Acc=0.5293
[Val] 1008/1101 | Loss=2.7887 | Acc=0.5119
Epoch 13: Train Acc=0.9622 | Val Acc=0.5041
[Train] 512/8544 | Loss=0.0675 | Acc=0.9766
[Train] 1008/8544 | Loss=0.0782 | Acc=0.9752
[Train] 1504/8544 | Loss=0.0928 | Acc=0.9707
[Train] 2000/8544 | Loss=0.0951 | Acc=0.9700
[Train] 2512/8544 | Loss=0.0999 | Acc=0.9686
[Train] 3008/8544 | Loss=0.0964 | Acc=0.9691
[Train] 3504/8544 | Loss=0.0950 | Acc=0.9689
[Train] 4000/8544 | Loss=0.0933 | Acc=0.9690
[Train] 4512/8544 | Loss=0.0964 | Acc=0.9674
[Train] 5008/8544 | Loss=0.0968 | Acc=0.9673
[Train] 5504/8544 | Loss=0.0964 | Acc=0.9669
[Train] 6000/8544 | Loss=0.0955 | Acc=0.9675
[Train] 6512/8544 | Loss=0.0962 | Acc=0.9671
[Train] 7008/8544 | Loss=0.0979 | Acc=0.9663
[Train] 7504/8544 | Loss=0.0984 | Acc=0.9663
[Train] 8000/8544 | Loss=0.0983 | Acc=0.9664
[Train] 8512/8544 | Loss=0.0972 | Acc=0.9673
[Val] 512/1101 | Loss=2.8023 | Acc=0.5059
[Val] 1008/1101 | Loss=2.9336 | Acc=0.5040
Epoch 14: Train Acc=0.9673 | Val Acc=0.4950
[Train] 512/8544 | Loss=0.0757 | Acc=0.9805
[Train] 1008/8544 | Loss=0.0766 | Acc=0.9772
[Train] 1504/8544 | Loss=0.0754 | Acc=0.9754
[Train] 2000/8544 | Loss=0.0696 | Acc=0.9770
[Train] 2512/8544 | Loss=0.0760 | Acc=0.9753
[Train] 3008/8544 | Loss=0.0810 | Acc=0.9757
[Train] 3504/8544 | Loss=0.0770 | Acc=0.9772
[Train] 4000/8544 | Loss=0.0815 | Acc=0.9755
[Train] 4512/8544 | Loss=0.0828 | Acc=0.9750
[Train] 5008/8544 | Loss=0.0818 | Acc=0.9746
[Train] 5504/8544 | Loss=0.0824 | Acc=0.9731
[Train] 6000/8544 | Loss=0.0829 | Acc=0.9728
[Train] 6512/8544 | Loss=0.0873 | Acc=0.9711
[Train] 7008/8544 | Loss=0.0866 | Acc=0.9716
[Train] 7504/8544 | Loss=0.0866 | Acc=0.9716
[Train] 8000/8544 | Loss=0.0869 | Acc=0.9715
[Train] 8512/8544 | Loss=0.0875 | Acc=0.9710
[Val] 512/1101 | Loss=2.8443 | Acc=0.5195
[Val] 1008/1101 | Loss=2.9864 | Acc=0.5050
Epoch 15: Train Acc=0.9709 | Val Acc=0.4959
